Year,PoliticalParty,Category,Number,Plan
2019,PP Madrid,"Avanzando en la conciliación de la vida personal, familiar y laboral",174,"Habilitaremos Salas de Lactancia en las Administraciones Públicas de la Comunidad de Madrid. Con el fin de que las madres puedan conciliar la lactancia con el trabajo, se propone la existencia de una sala donde la madre pueda obtener y conservar la leche para continuar con la lactancia materna a su hijo, sin que ello impida la reincorporación a su puesto de trabajo."
2019,PP Madrid,"Avanzando en la conciliación de la vida personal, familiar y laboral",175,"Deporte como conciliación familiar y laboral. Con este objetivo desarrollaremos la Oferta de Programas en instalaciones deportivas de la Comunidad de Madrid que permitan la práctica deportiva familiar de manera conjunta (padres e hijos) o que faciliten la conciliación de la vida laboral y familiar en periodos no lectivos, duplicando la oferta actual de plazas y de deportes a elegir para su práctica."
2019,PP Madrid,Madrid sí es una región para los mayores y las personas en situación de dependencia,176,"Fomentaremos Programas de Lucha contra la Soledad No Deseada de las personas mayores, a través de distintos recursos: viviendas compartidas, fomento del voluntariado, etc. La Comunidad de Madrid tiene la 2ª tasa de esperanza de vida más alta del mundo, y ello provoca que muchas personas mayores no cuenten con otros miembros de la familia o de su entorno en sus últimos años de vida, por lo que es necesaria la colaboración de las instituciones, para que estas personas se sientan acompañadas y tengan una mayor calidad de vida. Además, se fomentarán acciones en el marco del voluntariado para personas mayores y la creación de espacios de convivencia intergeneracional para el desarrollo de actividades conjuntas entre jóvenes y mayores. También para apoyar a los mayores que viven solos, facilitaremos que puedan estar acompañados por perros que cumplan los requisitos para ello y promoveremos la terapia asistida por perros, que reporta beneficios físicos, psicológicos y sociales en su interacción con las personas. Partiendo de nuestro principio de lograr una fiscalidad justa con las familias y garantizar la libertad de elección, estableceremos una deducción en el IRPF de 500€ para cuidado de mayores en el ámbito familiar, para aquellos ascendientes mayores de 65 años que convivan con el contribuyente."
2019,PP Madrid,Madrid sí es una región para los mayores y las personas en situación de dependencia,177,"Avanzaremos en la creación de más plazas de mayores, tanto en residencias como en centros de día. Nuestro compromiso es seguir aumentando las plazas de personas en avanzada edad en este tipo de centros, garantizando su bienestar y atención."
2019,PP Madrid,Madrid sí es una región para los mayores y las personas en situación de dependencia,178,"Reforzaremos nuestro compromiso de suprimir la lista de espera de los servicios de dependencia de carácter económico (prestación vinculada al servicio y prestación económica en el entorno familiar) y reduciremos las listas de espera de los servicios de Teleasistencia y Ayuda a Domicilio de personas dependientes, acortando también los plazos para la valoración de la dependencia. Estos servicios van dirigidos a personas en dituación de dependencia e igualmente a personas mayores que han visto disminuida su autonomía personal, ofreciéndoles una atención directa en el propio hogar y apoyándoles para que puedan mantener su independencia personal y familiar el mayor tiempo posible. Con el objetivo de que estos servicios, que en algunos casos comprometen a distintas Administraciones, lleguen a todos los madrileños que los necesiten y en el momento concreto en que los necesiten, desde el Partido Popular vamos a actuar para reducir sustancialmente los tiempos de espera de la Teleasistencia, e igualmente de la Ayuda a Domicilio en toda la región."
2019,PP Madrid,Madrid sí es una región para los mayores y las personas en situación de dependencia,179,"Fomentaremos los servicios de atención a mayores en Centros de Día en todos los municipios de nuestra región. Los Centros de Día para personas mayores en situación de dependencia ofrecen un conjunto de servicios que permiten que la persona mayor continúe viviendo en su domicilio pero siendo atendida en sus necesidades, facilitando la conciliación laboral de sus cuidadores y evitando retardando institucionalizaciones no deseadas. Por todo ello, creemos necesario seguir creciendo en servicios de esta tipología y dar cobertura a la demanda existente."
2019,PP Madrid,Madrid sí es una región para los mayores y las personas en situación de dependencia,180,"Pondremos en marcha un Plan para incrementar la seguridad en las residencias públicas y privadas de personas mayores, tanto para los usuarios como para los trabajadores. El objetivo es evitar situaciones que puedan afectar a la integridad física o psicológica de unos y otros. Para ello se dotará a las residencias públicas de los medios humanos y materiales, especialmente dispositivos tecnológicos que puedan detectar y, en su caso, atender las situaciones de riesgo. A estos efectos, se fortalecerá la colaboración con la Justicia, Fuerzas y Cuerpos de Seguridad y Ayuntamientos. Se dotará a todas Residencias públicas o con plazas concertadas de un sistema de videocámaras, de acuerdo con los principios de proporcionalidad e intervención mínima. El sistema de Videovigilancia incluirá cámaras en zonas comunes y espacios de acceso, con carteles indicativos. También puede extenderse al interior de las habitaciones, con consentimiento expreso de los usuarios y sus familias o representantes legales. Entre otras medidas, se fortalecerán los controles de acceso a las Residencias, especialmente de salida, cuando atiendan personas con Alzheimer, con exigencia de tornos, y uso generalizado de pulseras de geolocalización. Además, los Centros residenciales y de atención diurna serán inspeccionados al menos trimestralmente y se incluirá en la ley, como sanción por infracciones graves y muy graves, la imposibilidad de los centros sancionados de concertar nuevas plazas con la Administración. Se procurará también la exigencia de un sistema de Videovigilancia en residencias privadas y de códigos de conducta en estas materia, dentro del marco legal vigente."
2019,PP Madrid,Madrid sí es una región para los mayores y las personas en situación de dependencia,181,"Crearemos una nueva APP de Socios de Centros de Mayores dependientes de la Comunidad de Madrid, para acercar a nuestros mayores a las nuevas tecnologías, de modo que puedan llevar el carné de socio en formato digital en su dispositivo móvil, así como recibir toda la información de su interés."
2019,PP Madrid,Madrid sí es una región para los mayores y las personas en situación de dependencia,182,"Pondremos en marcha la Ruta Socio Sanitaria, integrando progresivamente la atención sanitaria y social a las personas en situación de dependencia. Creemos que resulta necesario adaptar los sistemas de atención sanitaria y social, con el fin de que puedan prestarse de forma simultánea en centros en los que ambos sistemas se encuentren integrados. Esta Red tendría como objetivos primordiales la prevención, la promoción de la autonomía, hacer frente a las situaciones de cronicidad y mejorar la atención a las situaciones de dependencia."
2019,PP Madrid,Madrid sí es una región para los mayores y las personas en situación de dependencia,183,"Fomentaremos los Cheques Servicios, para que las personas puedan elegir libremente la residencia o centro que más les convenga. La libertad, que forma parte del ADN del Partido Popular, tiene que ponerse especialmente de relieve entre los más vulnerables; y, por ello, apostamos por garantizar la libertad de elección a la familia y a la personaen situación de dependencia, para que sean ellos quienes decidan la residencia o centro más adecuado a sus necesidades, sin imponer un criterio meramente burocrático e intervencionista."
2019,PP Madrid,Una sanidad a la cabeza de España y Europa,184,"Garantizaremos que la Sanidad pública madrileña siga siendo gratuita, cumpliendo con criterios de máxima calidad, de vanguardia y tecnificada sin dejar de mantener su cercanía, para que la asistencia sanitaria se adapte cada vez más a las necesidades de los pacientes y sus familias. La Comunidad de Madrid ha hecho un gran esfuerzo en construir y poner en funcionamiento nuevos hospitales y centros de salud. Ahora corresponde que nuestra Sanidad madrileña, siga modernizándose, se adapte tecnológicamente a los nuevos tiempos, sea más ágil y ejemplo de atención personalizada."
